Lake,Date,sample,CH4,CO2,N20
LIRO,2017-06-05T04:00:00Z,AIR,2.349,1331.9,0.5596
LIRO,2017-06-05T04:00:00Z,WAT,70.696,1311.5,0.696
LIRO,2017-07-10T04:00:00Z,AIR,2.359,654,0.5698
LIRO,2017-07-10T04:00:00Z,WAT,40.875,1904,0.4792
LIRO,2017-07-10T04:00:00Z,WAT,9.47,1888.8,0.7307
LIRO,2017-07-10T04:00:00Z,WAT,21.159,1732.7,0.4605
LIRO,2017-07-31T04:00:00Z,WAT,132.8482508,2259.3314231,0.5413185
LIRO,2017-07-31T04:00:00Z,AIR,1.3118533000000001,1310.452078,0.3850711
LIRO,2017-07-31T04:00:00Z,WAT,103.4363876,2341.7748286,0.4018423
LIRO,2017-07-31T04:00:00Z,WAT,43.9608269,1971.2340489,0.407767
LIRO,2017-08-28T04:00:00Z,WAT,38.5664307,1835.5248188,0.5767425
LIRO,2017-08-28T04:00:00Z,AIR,1.9088097,1103.7295506,0.4982199
LIRO,2017-08-28T04:00:00Z,WAT,67.7145114,2044.7228305,0.5606189
LIRO,2017-08-28T04:00:00Z,WAT,26.2216426,1832.8067512,0.7392296
LIRO,2017-10-02T04:00:00Z,WAT,35.0491482,2203.1293653,0.3124163
LIRO,2017-10-02T04:00:00Z,AIR,1.8348269,1425.649221,0.3502909
LIRO,2017-10-02T04:00:00Z,WAT,49.4374539,1877.0932586,0.3081964
LIRO,2017-10-02T04:00:00Z,WAT,22.4636319,1832.7761956,0.3569802
LIRO,2017-10-23T04:00:00Z,WAT,31.0169795,2039.760432,0.3748599
LIRO,2017-10-23T04:00:00Z,WAT,14.3711731,2018.0177445,0.3477534
LIRO,2017-10-23T04:00:00Z,WAT,5.269378,2077.6431948,0.3522789
LIRO,2017-10-23T04:00:00Z,AIR,1.2979218,1658.259285,0.3110595
LIRO,2018-02-12T05:00:00Z,AIR,1.9790833,572.9494828,0.4408886
LIRO,2018-02-12T05:00:00Z,WAT,3.7279232,3091.0037626,0.8191175
LIRO,2018-03-06T05:00:00Z,AIR,2.7504732,3051.0525985,0.6884733
LIRO,2018-03-06T05:00:00Z,WAT,2.216819,572.8657829,0.5212296
LIRO,2018-05-14T04:00:00Z,AIR,2.6418329,751.5680716,0.4886662
LIRO,2018-05-14T04:00:00Z,WAT,16.2770541,3243.4832968,1.1632071
LIRO,2018-05-14T04:00:00Z,WAT,3.763067,3165.5192625,0.6639414
LIRO,2018-05-21T04:00:00Z,AIR,2.8882083,624.0974975,0.4015961
LIRO,2018-05-21T04:00:00Z,WAT,21.8771779,2888.3308812,0.874085
LIRO,2018-05-21T04:00:00Z,WAT,6.3223391,4955.3574839,0.9949606
LIRO,2018-06-04T04:00:00Z,WAT,72.7404217,1336.0496202,0.4181955
LIRO,2018-06-04T04:00:00Z,AIR,8.5728109,3008.8093434,0.8106519
LIRO,2018-06-04T04:00:00Z,WAT,3.5475489,6731.9906466,0.8887381
LIRO,2018-07-02T04:00:00Z,WAT,9.1965677,3780.8844979,0.4879191
LIRO,2018-07-02T04:00:00Z,AIR,1.9076661,983.3135932,0.5832061
LIRO,2018-07-02T04:00:00Z,WAT,25.8314541,1467.4396166,0.5443435
LIRO,2018-10-22T04:00:00Z,AIR,1.7978694,618.8414179,0.5213643
LIRO,2018-10-22T04:00:00Z,WAT,6.8470344,1720.1851113,0.8637073
PRLA,2016-06-08T04:00:00Z,AIR,1.9968904,510.0381591,0.6128771
PRLA,2016-06-08T04:00:00Z,WAT,45.5802838,802.0862821,0.485717
PRLA,2016-06-08T04:00:00Z,WAT,24.9442422,556.8273625,0.4469629
PRLA,2016-06-08T04:00:00Z,WAT,16.5001989,627.6750231,0.6254763
PRLA,2016-07-08T04:00:00Z,WAT,32.4201088,887.5107598,0.347145
PRLA,2016-07-08T04:00:00Z,WAT,16.4862806,702.6209228,0.3351381
PRLA,2016-07-08T04:00:00Z,AIR,2.1513784,569.7279935,0.5261945
PRLA,2016-08-03T04:00:00Z,WAT,4.91,517.5,0.463
PRLA,2016-08-03T04:00:00Z,AIR,1.71,1298.2,0.353
PRLA,2016-08-03T04:00:00Z,WAT,2.07,664,0.444
PRLA,2016-08-03T04:00:00Z,WAT,2.54,422.6,0.314
PRLA,2016-09-07T04:00:00Z,WAT,17.01381,481.36924,0.75792
PRLA,2016-09-07T04:00:00Z,WAT,14.88164,695.7515,0.97384
PRLA,2016-09-07T04:00:00Z,AIR,2.8616,511.33433,0.82594
PRLA,2016-09-07T04:00:00Z,WAT,5.37456,567.49696,0.77609
PRLA,2016-10-19T04:00:00Z,WAT,5.54,332.1,0.914
PRLA,2016-10-19T04:00:00Z,AIR,0.76,271.4,0.797
PRLA,2016-10-19T04:00:00Z,WAT,7.35,331.5,0.701
PRLA,2016-10-19T04:00:00Z,WAT,4.65,381.6,0.727
PRLA,2016-11-16T05:00:00Z,WAT,2.95,1256.8,1.051
PRLA,2016-11-16T05:00:00Z,WAT,2.97,3014.5,1.126
PRLA,2016-11-16T05:00:00Z,AIR,2.94,983.3,1.158
PRLA,2016-11-16T05:00:00Z,WAT,2.95,1291.3,1.081
PRLA,2016-12-19T05:00:00Z,WAT,94.246,1610.4,0.797
PRLA,2016-12-19T05:00:00Z,AIR,2.119,1504.3,0.62
PRLA,2017-01-18T05:00:00Z,AIR,2.061,1079.1,0.481
PRLA,2017-01-18T05:00:00Z,WAT,18.594,3400,0.762
PRLA,2017-02-13T05:00:00Z,AIR,2.272,808.7,0.599
PRLA,2017-02-13T05:00:00Z,WAT,781.5,3770.9,0.464
PRLA,2017-03-22T04:00:00Z,WAT,3262.057,185.9,0.488
PRLA,2017-03-22T04:00:00Z,AIR,2.441,870.2,0.527
PRLA,2017-04-12T04:00:00Z,WAT,85.431,604.9,0.603
PRLA,2017-04-12T04:00:00Z,AIR,1.989,486,0.525
PRLA,2017-04-12T04:00:00Z,WAT,58.539,496.4,0.602
PRLA,2017-04-12T04:00:00Z,WAT,73.071,632.3,0.623
PRLA,2017-05-03T04:00:00Z,AIR,1.991,435.4,0.428
PRLA,2017-05-03T04:00:00Z,WAT,98.018,279.3,-0.05
PRLA,2017-05-03T04:00:00Z,WAT,37.577,242.6,0.424
PRLA,2017-05-03T04:00:00Z,WAT,88.417,255.6,0.576
PRLA,2017-06-08T04:00:00Z,AIR,1.833,540,0.4658
PRLA,2017-06-08T04:00:00Z,WAT,13.57,836.4,0.4846
PRLA,2017-06-08T04:00:00Z,WAT,17.878,776.9,0.5472
PRLA,2017-06-08T04:00:00Z,WAT,24.245,821.6,0.378
PRLA,2017-07-06T04:00:00Z,WAT,27.203,958.06,0.6073
PRLA,2017-07-06T04:00:00Z,WAT,18.399,843.69,0.4488
PRLA,2017-07-06T04:00:00Z,WAT,13.529,781.71,0.7625
PRLA,2017-07-06T04:00:00Z,AIR,1.328,583.85,0.5701
PRLA,2017-08-03T04:00:00Z,WAT,137.374,1035.29,0.6036
PRLA,2017-08-03T04:00:00Z,WAT,138.53,1104.77,0.6236
PRLA,2017-08-03T04:00:00Z,WAT,136.23,1102.51,0.5057
PRLA,2017-08-03T04:00:00Z,AIR,0.866,670.04,0.4474
PRLA,2017-09-06T04:00:00Z,WAT,20.526107,585.4605801,0.4054627
PRLA,2017-09-06T04:00:00Z,WAT,11.4749968,644.1292425,0.4404187
PRLA,2017-09-06T04:00:00Z,WAT,6.3645258,574.6702971,0.3858464
PRLA,2017-09-06T04:00:00Z,AIR,1.5319213,863.0016879,0.5308805
PRLA,2017-10-19T04:00:00Z,WAT,15.9146566,670.5661529,0.6264376
PRLA,2017-10-19T04:00:00Z,AIR,0.8055805,652.6336983,0.5330682
PRLA,2017-10-19T04:00:00Z,WAT,12.1429067,625.4543617,0.5553012
PRLA,2017-10-19T04:00:00Z,WAT,13.6363262,578.125578,0.5063987
PRLA,2017-11-01T04:00:00Z,AIR,1.320523,1033.1459246,0.4421598
PRLA,2017-11-01T04:00:00Z,WAT,31.4727939,664.120774,0.5212114
PRLA,2017-11-01T04:00:00Z,WAT,41.9644203,660.2380297,0.4912433
PRLA,2017-11-01T04:00:00Z,WAT,41.1150457,674.4294513,0.5198787
PRLA,2018-01-04T05:00:00Z,AIR,2.1613531,1243.404942,0.5178073
PRLA,2018-01-04T05:00:00Z,WAT,8.1983019,1607.3100961,0.7967386
PRLA,2018-02-13T05:00:00Z,AIR,2.0352038,1278.6763415,0.477625
PRLA,2018-02-13T05:00:00Z,WAT,13.7143057,1719.833329,0.823601
PRLA,2018-03-13T04:00:00Z,WAT,329.0106596,591.0628171,0.5786938
PRLA,2018-03-13T04:00:00Z,AIR,2.3054727,742.7453563,0.4341991
PRLA,2018-04-17T04:00:00Z,WAT,247.8826392,964.8464684,0.6702145
PRLA,2018-04-17T04:00:00Z,AIR,2.345077,1336.5209663,0.5758634
PRLA,2018-05-01T04:00:00Z,AIR,2.1190129,584.5937095,0.7488932
PRLA,2018-05-01T04:00:00Z,WAT,6.5530727,1395.7540074,0.3851613
PRLA,2018-06-05T04:00:00Z,WAT,18.9445963,573.51919,0.8644673
PRLA,2018-06-05T04:00:00Z,AIR,2.1521801,561.6453391,1.0048202
PRLA,2018-06-20T04:00:00Z,AIR,2.0711171,522.1010171,0.8506892
PRLA,2018-06-20T04:00:00Z,WAT,3.1238369,759.3874014,0.8515306
PRLA,2018-07-05T04:00:00Z,WAT,38.8998227,553.5123282,0.452909
PRLA,2018-07-05T04:00:00Z,AIR,2.024717,525.5596918,0.6976015
PRPO,2016-06-07T04:00:00Z,AIR,2.0029991,527.2393444,0.4431759
PRPO,2016-06-07T04:00:00Z,WAT,12.7641524,2550.547795,0.6274958
PRPO,2016-06-07T04:00:00Z,WAT,15.4995103,2357.364245,0.5021709
PRPO,2016-06-07T04:00:00Z,WAT,11.5431181,2252.870108,0.654787
PRPO,2016-07-06T04:00:00Z,AIR,2.0717965,585.3898966,0.5322039
PRPO,2016-07-06T04:00:00Z,WAT,19.6125318,898.1499566,0.357838
PRPO,2016-07-06T04:00:00Z,WAT,14.6703613,934.8107373,0.3564872
PRPO,2016-07-06T04:00:00Z,WAT,19.8958846,1052.947305,0.5287744
PRPO,2016-08-02T04:00:00Z,AIR,1.43,595.2,0.493
PRPO,2016-08-02T04:00:00Z,WAT,39.59,729.6,0.319
PRPO,2016-08-02T04:00:00Z,WAT,36.63,673.3,0.313
PRPO,2016-08-02T04:00:00Z,WAT,1.61,988.9,0.495
PRPO,2016-09-06T04:00:00Z,WAT,33.17778,6964.64398,0.87774
PRPO,2016-09-06T04:00:00Z,AIR,2.82856,504.18869,0.83298
PRPO,2016-09-06T04:00:00Z,WAT,12.4266,568.24771,1.10443
PRPO,2016-09-06T04:00:00Z,WAT,20.91264,546.27912,0.75262
PRPO,2016-10-18T04:00:00Z,AIR,0.76,325.6,0.665
PRPO,2016-10-18T04:00:00Z,WAT,2.12,343.7,0.573
PRPO,2016-10-18T04:00:00Z,WAT,2.21,363.7,0.664
PRPO,2016-10-18T04:00:00Z,WAT,4.36,409.4,0.644
PRPO,2016-11-15T05:00:00Z,WAT,4.39,1042.3,1.158
PRPO,2016-11-15T05:00:00Z,WAT,4.44,1097.7,1.167
PRPO,2016-11-15T05:00:00Z,AIR,2.85,923.8,1.179
PRPO,2016-11-15T05:00:00Z,WAT,3.73,1224.5,1.203
PRPO,2016-12-21T05:00:00Z,WAT,5.182,1709.6,0.592
PRPO,2016-12-21T05:00:00Z,AIR,2.189,864.7,0.628
PRPO,2017-01-17T05:00:00Z,WAT,9.556,3235.1,0.566
PRPO,2017-01-17T05:00:00Z,AIR,2.18,1600.7,0.526
PRPO,2017-02-14T05:00:00Z,WAT,21.199,4231.6,0.663
PRPO,2017-02-14T05:00:00Z,AIR,2.312,740.1,0.513
PRPO,2017-03-21T04:00:00Z,WAT,62.338,3608.7,0.63
PRPO,2017-03-21T04:00:00Z,AIR,2.549,825.9,0.574
PRPO,2017-04-11T04:00:00Z,WAT,4.997,637.2,0.621
PRPO,2017-04-11T04:00:00Z,WAT,22.037,1183.6,0.582
PRPO,2017-04-11T04:00:00Z,AIR,1.992,497.5,0.618
PRPO,2017-04-11T04:00:00Z,WAT,23.395,1203.5,0.518
PRPO,2017-05-02T04:00:00Z,AIR,2.035,438.8,0.451
PRPO,2017-05-02T04:00:00Z,WAT,3.892,339.5,0.445
PRPO,2017-05-02T04:00:00Z,WAT,3.949,363.1,0.453
PRPO,2017-05-02T04:00:00Z,WAT,4.569,354.3,0.441
PRPO,2017-06-06T04:00:00Z,WAT,27.868,776.9,0.5297
PRPO,2017-06-06T04:00:00Z,WAT,24.862,786,0.5128
PRPO,2017-06-06T04:00:00Z,AIR,2.083,593.9,0.6507
PRPO,2017-06-06T04:00:00Z,WAT,30.461,790.2,0.4716
PRPO,2017-07-05T04:00:00Z,WAT,10.402,772.78,0.4797
PRPO,2017-07-05T04:00:00Z,WAT,9.255,768.46,0.4715
PRPO,2017-07-05T04:00:00Z,AIR,1.912,548.35,0.5048
PRPO,2017-07-05T04:00:00Z,WAT,18.192,994,0.5373
PRPO,2017-08-02T04:00:00Z,WAT,26.535,1180.21,0.3553
PRPO,2017-08-02T04:00:00Z,WAT,38.347,1185.23,0.3646
PRPO,2017-08-02T04:00:00Z,WAT,42.556,1340.35,0.6121
PRPO,2017-09-05T04:00:00Z,AIR,1.6673936,626.7215126,0.3697281
PRPO,2017-09-05T04:00:00Z,WAT,4.0035498,618.6994464,0.3942554
PRPO,2017-09-05T04:00:00Z,WAT,2.5435094,712.5044942,0.4055571
PRPO,2017-09-05T04:00:00Z,WAT,1.7113129,638.9378989,0.374179
PRPO,2017-10-17T04:00:00Z,WAT,2.4473469,668.9691477,0.4611243
PRPO,2017-10-17T04:00:00Z,WAT,2.5349468,732.523354,0.479373
PRPO,2017-10-17T04:00:00Z,AIR,1.4958025,638.5841626,0.4650003
PRPO,2017-10-17T04:00:00Z,WAT,3.4380649,716.3106066,0.4883576
PRPO,2017-10-31T04:00:00Z,WAT,1.565966,710.1786525,0.4817568
PRPO,2017-10-31T04:00:00Z,WAT,1.4771841000000001,708.4933508,0.5500708
PRPO,2017-10-31T04:00:00Z,WAT,1.6545849,743.5000973,0.5437663
PRPO,2017-10-31T04:00:00Z,AIR,1.2262965,1526.5271036,0.7479542
PRPO,2018-01-02T05:00:00Z,AIR,2.0801777,1082.7211793,0.5246434
PRPO,2018-01-02T05:00:00Z,WAT,6.566545,1587.7290649,0.4625579
PRPO,2018-02-13T05:00:00Z,WAT,4.4255788,1712.265139,0.3689929
PRPO,2018-02-13T05:00:00Z,AIR,1.9815543,1361.8666339,0.4916422
PRPO,2018-03-13T04:00:00Z,AIR,2.2020658,743.3528803,0.4155827
PRPO,2018-03-13T04:00:00Z,WAT,6.2702067,1699.775934,0.3558915
PRPO,2018-04-17T04:00:00Z,WAT,20.6374729,3415.501018,0.3850511
PRPO,2018-04-17T04:00:00Z,AIR,2.5853755,1311.1596028,0.5315841
PRPO,2018-05-01T04:00:00Z,WAT,353.3084479,1226.8020626,0.4162427
PRPO,2018-05-01T04:00:00Z,AIR,2.0954324,595.3319036,0.8278484
PRPO,2018-06-05T04:00:00Z,AIR,2.1031173,546.7017302,0.8509813
PRPO,2018-06-05T04:00:00Z,WAT,12.0123584,732.5298616,1.0231243
PRPO,2018-06-20T04:00:00Z,WAT,15.7719694,856.1443837,0.629488
PRPO,2018-06-20T04:00:00Z,AIR,2.1368144,557.7567951,0.8777807
PRPO,2018-07-05T04:00:00Z,WAT,21.909453,755.788929,0.7645189
PRPO,2018-07-05T04:00:00Z,AIR,2.0469473,486.9375849,0.4484981
TOOK,2016-09-10T04:00:00Z,AIR,2.85445,273.73549,0.65961
TOOK,2016-09-10T04:00:00Z,WAT,10.01124,890.80256,0.73415
TOOK,2016-09-10T04:00:00Z,WAT,5.81898,641.4721,0.91229
TOOK,2016-09-10T04:00:00Z,WAT,6.23158,592.309,0.68208
TOOK,2016-11-07T05:00:00Z,WAT,5.12,1038.4,0.748
TOOK,2016-11-07T05:00:00Z,AIR,2.63,595.6,0.733
TOOK,2016-12-06T05:00:00Z,AIR,2.381,559.1,0.687
TOOK,2016-12-06T05:00:00Z,WAT,5.324,754.9,0.765
TOOK,2017-01-10T05:00:00Z,AIR,1.83,454.9,0.324
TOOK,2017-01-10T05:00:00Z,WAT,4.747,897.9,0.389
TOOK,2017-02-07T05:00:00Z,AIR,2.136,562.7,0.374
TOOK,2017-02-07T05:00:00Z,WAT,4.336,1248.7,0.47
TOOK,2017-03-07T05:00:00Z,AIR,2.179,502.2,0.367
TOOK,2017-03-07T05:00:00Z,WAT,2.929,1339.6,0.512
TOOK,2017-04-03T04:00:00Z,WAT,2.614,1592.9,0.48
TOOK,2017-04-03T04:00:00Z,AIR,2.328,906.4,0.35
TOOK,2017-04-29T04:00:00Z,WAT,3.21,1499.6,0.47
TOOK,2017-04-29T04:00:00Z,AIR,2.008,501.1,0.37
TOOK,2017-06-06T04:00:00Z,AIR,2.5133411,705.4228489,1.0483766
TOOK,2017-06-06T04:00:00Z,WAT,5.7081307,919.6498962,1.1010376
TOOK,2017-06-27T04:00:00Z,WAT,10.717,1743.5,0.5026
TOOK,2017-06-27T04:00:00Z,AIR,1.952,521.5,0.3473
TOOK,2017-06-27T04:00:00Z,WAT,3.832,1228.8,0.4294
TOOK,2017-06-27T04:00:00Z,WAT,5.025,669.6,0.4163
TOOK,2017-06-27T04:00:00Z,WAT,6.573,632.4,0.4325
TOOK,2017-07-04T04:00:00Z,WAT,9.645,1755.7,0.4657
TOOK,2017-07-04T04:00:00Z,AIR,2.056,574.7,0.3478
TOOK,2017-07-04T04:00:00Z,WAT,3.32,1473.8,0.4167
TOOK,2017-07-04T04:00:00Z,WAT,4.392,739.2,0.3796
TOOK,2017-07-04T04:00:00Z,WAT,5.888,591,0.3637
TOOK,2017-08-02T04:00:00Z,AIR,1.312,572.96,0.3546
TOOK,2017-08-02T04:00:00Z,WAT,5.137,1238.47,0.3915
TOOK,2017-08-02T04:00:00Z,WAT,4.262,749.44,0.3717
TOOK,2017-08-02T04:00:00Z,WAT,4.455,1051.64,0.3817
TOOK,2017-08-02T04:00:00Z,WAT,4.868,813.49,0.3666
TOOK,2017-09-06T04:00:00Z,WAT,5.5944146,911.2703565,0.4123731
TOOK,2017-09-06T04:00:00Z,WAT,5.1024992,1947.5225946,0.6140353
TOOK,2017-09-06T04:00:00Z,WAT,5.2948381,735.4302,0.7267656
TOOK,2017-09-06T04:00:00Z,AIR,1.8461767,613.8097369,0.4207257
TOOK,2017-11-07T05:00:00Z,AIR,1.5728206,537.547224,0.5336279
TOOK,2017-11-07T05:00:00Z,WAT,4.4861049,746.7836093,0.7796652
TOOK,2017-12-05T05:00:00Z,WAT,4.4369793,884.5248063,0.7479235
TOOK,2017-12-05T05:00:00Z,AIR,1.100914,561.1574498,0.5050353
TOOK,2018-01-09T05:00:00Z,WAT,1.3064283,643.1478173,0.6001028
TOOK,2018-01-09T05:00:00Z,AIR,1.3430936,495.4039496,0.5132867
TOOK,2018-02-14T05:00:00Z,WAT,2.6589338,1658.5742006,0.7806521
TOOK,2018-02-14T05:00:00Z,AIR,1.9666396,771.4125667,0.5327808
TOOK,2018-03-06T05:00:00Z,AIR,1.9658719,598.3647016,0.4509554
TOOK,2018-03-06T05:00:00Z,WAT,2.8379702,1825.8253587,0.5307888
TOOK,2018-04-03T04:00:00Z,WAT,2.4137615,1263.6056658,0.5208473
TOOK,2018-04-03T04:00:00Z,AIR,1.8179662,609.9922948,0.4998149
TOOK,2018-05-01T04:00:00Z,WAT,2.6595187,1982.9473167,1.024673
TOOK,2018-05-01T04:00:00Z,AIR,2.2417336,1000.5105769,0.3762212
TOOK,2018-06-05T04:00:00Z,AIR,2.0281653,623.2331642,0.6612174
TOOK,2018-06-05T04:00:00Z,WAT,3.1440761,591.9850436,0.3692553
TOOK,2018-06-05T04:00:00Z,WAT,7.7618137,1062.1022968,0.5690781
TOOK,2018-06-05T04:00:00Z,WAT,7.5228884,724.0799507,0.5162085
TOOK,2018-07-03T04:00:00Z,AIR,1.8146371,509.6208911,0.3827986
TOOK,2018-07-03T04:00:00Z,WAT,5.3289211,884.7467881,0.6999608
TOOK,2018-07-03T04:00:00Z,WAT,6.3031953,757.5537316,0.4262778
TOOK,2018-07-03T04:00:00Z,WAT,12.1163269,1840.7255289,0.4380966
TOOK,2018-07-03T04:00:00Z,WAT,6.2523956,812.2084095,0.5219704
TOOK,2018-10-02T04:00:00Z,AIR,1.8168703,661.0860906,0.4347589
TOOK,2018-10-02T04:00:00Z,WAT,4.7278516,938.9927686,0.5970637
TOOK,2018-10-02T04:00:00Z,WAT,3.6085648,724.2678486,0.4972962
